Index,Name,Emergency,2p0E34+ZeroBias+HLTPhysics,2p0E34+ZeroBias,2p0E34+HLTPhysics,2p0E34,2p0E34_NoAXO,1p8E34,1p8E34+ZeroBias,1p8E34+ZeroBias+HLTPhysics,1p8E34+HLTPhysics,1p8E34_NoAXO,1p6E34,1p4E34,2p0E34_OnlyMuons,2p0E34_NoMuShower
259,L1_LooseIsoEG22er2p1_Tau70er2p1_dR_Min0p3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
263,L1_SingleTau120er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
264,L1_SingleTau130er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
266,L1_DoubleTau70er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
267,L1_DoubleIsoTau28er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,L1_DoubleIsoTau30er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,L1_DoubleIsoTau32er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,L1_DoubleIsoTau34er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
271,L1_DoubleIsoTau35er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
272,L1_DoubleIsoTau36er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
273,L1_DoubleTau_Iso34_Iso26_er2p1_Jet55_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
274,L1_DoubleTau_Iso38_Iso26_er2p1_Jet55_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
275,L1_DoubleTau_Iso40_Iso26_er2p1_Jet55_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
278,L1_DoubleIsoTau32er2p1_Mass_Max80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,L1_Mu18er2p1_Tau24er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
280,L1_Mu18er2p1_Tau26er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
281,L1_Mu18er2p1_Tau26er2p1_Jet55,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
282,L1_Mu18er2p1_Tau26er2p1_Jet70,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
286,L1_Mu22er2p1_IsoTau30er2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,L1_Mu22er2p1_IsoTau32er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
288,L1_Mu22er2p1_IsoTau34er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
290,L1_Mu22er2p1_IsoTau40er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
291,L1_Mu22er2p1_Tau70er2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
292,L1_IsoTau52er2p1_QuadJet36er2p5,0,380,380,380,380,380,380,380,380,380,380,380,380,0,380
296,L1_SingleJet35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,L1_SingleJet60er1p3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,L1_SingleJet60er1p3to2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,L1_SingleJet60er2p5to3p0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,L1_SingleJet60er3p0to5p0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,L1_SingleJet60,0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,0,17000
302,L1_SingleJet90,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,1500
303,L1_SingleJet120,0,350,350,350,350,350,350,350,350,350,350,350,350,0,350
304,L1_SingleJet180,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
305,L1_SingleJet200,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
306,L1_SingleJet35er1p3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,L1_SingleJet35er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,L1_SingleJet120er1p3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,L1_SingleJet120er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,L1_SingleJet140er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,L1_SingleJet160er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,L1_SingleJet180er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
313,L1_SingleJet35_FWD2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,L1_SingleJet60_FWD2p5,0,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,0,1820
315,L1_SingleJet90_FWD2p5,0,264,264,264,264,264,264,264,264,264,264,264,264,0,264
316,L1_SingleJet120_FWD2p5,0,45,45,45,45,45,45,45,45,45,45,45,45,0,45
317,L1_SingleJet35_FWD3p0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,L1_SingleJet120_FWD3p0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,L1_SingleJet8erHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,L1_SingleJet10erHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,L1_SingleJet12erHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
331,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
336,L1_DoubleJet40er2p5,0,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,0,8400
337,L1_DoubleJet100er2p5,0,170,170,170,170,170,170,170,170,170,170,170,170,0,170
338,L1_DoubleJet120er2p5,0,23,23,23,23,23,23,23,23,23,23,23,23,0,23
339,L1_DoubleJet150er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
340,L1_DoubleJet100er2p3_dEta_Max1p6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,L1_DoubleJet112er2p3_dEta_Max1p6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
342,L1_DoubleJet30er2p5_Mass_Min225_dEta_Max1p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
344,L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
345,L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
346,L1_DoubleJet_110_35_DoubleJet35_Mass_Min800,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
347,L1_DoubleJet_110_35_DoubleJet35_Mass_Min850,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
348,L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
349,L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
350,L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
351,L1_DoubleJet45_Mass_Min550_IsoTau45er2p1_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
352,L1_DoubleJet45_Mass_Min600_IsoTau45er2p1_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
353,L1_DoubleJet45_Mass_Min700_IsoTau45er2p1_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
354,L1_DoubleJet45_Mass_Min800_IsoTau45er2p1_RmOvlp_dR0p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
355,L1_DoubleJet_65_35_DoubleJet35_Mass_Min600_DoubleJetCentral50,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
356,L1_DoubleJet_65_35_DoubleJet35_Mass_Min650_DoubleJetCentral50,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
357,L1_DoubleJet_65_35_DoubleJet35_Mass_Min750_DoubleJetCentral50,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
358,L1_DoubleJet_65_35_DoubleJet35_Mass_Min850_DoubleJetCentral50,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
359,L1_DoubleJet_65_35_DoubleJet35_Mass_Min950_DoubleJetCentral50,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
360,L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
361,L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
362,L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
363,L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
364,L1_DoubleJet_85_35_DoubleJet35_Mass_Min600_Mu3OQ,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
365,L1_DoubleJet_85_35_DoubleJet35_Mass_Min650_Mu3OQ,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
366,L1_DoubleJet_85_35_DoubleJet35_Mass_Min700_Mu3OQ,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
367,L1_DoubleJet_85_35_DoubleJet35_Mass_Min800_Mu3OQ,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
368,L1_DoubleJet_85_35_DoubleJet35_Mass_Min900_Mu3OQ,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
369,L1_DoubleJet_70_35_DoubleJet35_Mass_Min500_ETMHF65,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
370,L1_DoubleJet_70_35_DoubleJet35_Mass_Min550_ETMHF65,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
371,L1_DoubleJet_70_35_DoubleJet35_Mass_Min600_ETMHF65,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
372,L1_DoubleJet_70_35_DoubleJet35_Mass_Min700_ETMHF65,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
373,L1_DoubleJet_70_35_DoubleJet35_Mass_Min800_ETMHF65,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
374,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
375,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
376,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
377,L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
378,L1_QuadJet60er2p5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,L1_DoubleLLPJet40,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
380,L1_HTT120_SingleLLPJet40,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200
381,L1_HTT160_SingleLLPJet50,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100
382,L1_HTT200_SingleLLPJet60,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
383,L1_HTT240_SingleLLPJet70,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
384,L1_HTT280er_QuadJet_70_55_40_35_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
385,L1_HTT320er_QuadJet_70_55_40_40_er2p5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
386,L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
387,L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
388,L1_HTT120er,0,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,0,11400
389,L1_HTT160er,0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,0,4100
390,L1_HTT200er,0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,0,1600
391,L1_HTT255er,0,500,500,500,500,500,500,500,500,500,500,500,500,0,500
392,L1_HTT280er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
393,L1_HTT320er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
394,L1_HTT360er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
395,L1_HTT400er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
396,L1_HTT450er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
397,L1_ETT2000,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
398,L1_ETM120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,L1_ETM150,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
400,L1_ETMHF70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,L1_ETMHF80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,L1_ETMHF90,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
403,L1_ETMHF100,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
404,L1_ETMHF110,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
405,L1_ETMHF120,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
406,L1_ETMHF130,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
407,L1_ETMHF140,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
408,L1_ETMHF150,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
409,L1_ETMHF70_HTT60er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,L1_ETMHF80_HTT60er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,L1_ETMHF90_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
412,L1_ETMHF100_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
413,L1_ETMHF110_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
414,L1_ETMHF120_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
415,L1_ETMHF130_HTT60er,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
416,L1_HTMHF100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,L1_HTMHF120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,L1_HTMHF125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,L1_HTMHF130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,L1_HTMHF150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,L1_AXO_VLoose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,L1_AXO_Loose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,L1_AXO_Medium,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
424,L1_AXO_Tight,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
425,L1_AXO_VTight,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
426,L1_AXO_VVTight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
427,L1_AXO_VVVTight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
428,L1_CICADA_VLoose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,L1_CICADA_Loose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,L1_CICADA_Medium,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
431,L1_CICADA_Tight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
432,L1_CICADA_VTight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
433,L1_CICADA_VVTight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
434,L1_CICADA_VVVTight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
435,L1_CICADA_VVVVTight,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
436,L1_SingleMuOpen_NotBptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,L1_SingleMuOpen_er1p4_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,L1_SingleMuOpen_er1p1_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,L1_SingleJet20er2p5_NotBptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,L1_SingleJet20er2p5_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,L1_SingleJet43er2p5_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,L1_SingleJet46er2p5_NotBptxOR_3BX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,L1_SingleJet8_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,L1_SingleJet12_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,L1_SingleJet16_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,L1_SingleJet20_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,L1_SingleJet24_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,L1_SingleJet8er1p3_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,L1_SingleJet12er1p3_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,L1_SingleJet16er1p3_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,L1_SingleJet20er1p3_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,L1_SingleJet24er1p3_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,L1_SingleJet8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,L1_SingleJet8er1p3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,L1_SingleJet8er2p13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,L1_SingleEG5_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,L1_SingleEG7_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,L1_SingleEG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,L1_SingleEG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,L1_SingleEG5er1p52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,L1_SingleEG7er1p52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,L1_DoubleEG2_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,L1_DoubleEG2er2p13_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,L1_DoubleEG3_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,L1_DoubleEG3er2p13_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,L1_DoubleEG4_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,L1_DoubleEG4er2p13_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,L1_DoubleEG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,L1_DoubleEG2er2p13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,L1_AlwaysTrue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,L1_ZeroBias,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529
474,L1_ZeroBias_copy,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529,27529
475,L1_MinimumBiasHF0_AND_BptxAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,L1_MinimumBiasHF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,L1_NotBptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,L1_BptxOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,L1_BptxXOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,L1_BptxPlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,L1_BptxMinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,L1_UnpairedBunchBptxPlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,L1_UnpairedBunchBptxMinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,L1_IsolatedBunch,0,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239,2239
485,L1_FirstBunchBeforeTrain,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486,L1_FirstBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,L1_SecondBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,L1_SecondLastBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,L1_LastBunchInTrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,L1_FirstBunchAfterTrain,0,70849,70849,70849,70849,70849,70849,70849,70849,70849,70849,70849,70849,70849,70849
491,L1_LastCollisionInTrain,0,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971
492,L1_FirstCollisionInTrain,0,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971,71971
493,L1_FirstCollisionInOrbit,0,563,563,563,563,563,563,563,563,563,563,563,563,563,563
494,L1_BPTX_NotOR_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,L1_BPTX_OR_Ref3_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,L1_BPTX_OR_Ref4_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,L1_BPTX_RefAND_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,L1_BPTX_AND_Ref1_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,L1_BPTX_AND_Ref3_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,L1_BPTX_AND_Ref4_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,L1_BPTX_BeamGas_Ref1_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,L1_BPTX_BeamGas_Ref2_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,L1_BPTX_BeamGas_B1_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,L1_BPTX_BeamGas_B2_VME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
506,L1_HCAL_LaserMon_Trig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,L1_HCAL_LaserMon_Veto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,L1_TOTEM_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,L1_TOTEM_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,L1_TOTEM_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,L1_TOTEM_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
