Index,Name,Emergency,2.2E+34,2E+34,1.7E+34,1.5E+34,1.3E+34,1.1E+34,9E+33,6E+33
339,L1_DoubleJet20And12_MidEta2p7_Centrality_50_100_BptxAND,0,1,1,1,1,1,1,1,1
340,L1_DoubleJet28And16_MidEta2p7_Centrality_50_100_BptxAND,0,1,1,1,1,1,1,1,1
344,L1_SingleEG3_BptxAND,0,1,1,1,1,1,1,1,1
345,L1_SingleEG5_BptxAND,0,1,1,1,1,1,1,1,1
346,L1_SingleEG7_BptxAND,0,1,1,1,1,1,1,1,1
347,L1_SingleEG12_BptxAND,0,1,1,1,1,1,1,1,1
348,L1_SingleEG15_BptxAND,0,1,1,1,1,1,1,1,1
349,L1_SingleEG21_BptxAND,0,1,1,1,1,1,1,1,1
350,L1_SingleEG30_BptxAND,0,1,1,1,1,1,1,1,1
352,L1_SingleIsoEG3_BptxAND,0,1,1,1,1,1,1,1,1
353,L1_SingleIsoEG7_BptxAND,0,1,1,1,1,1,1,1,1
354,L1_SingleIsoEG12_BptxAND,0,1,1,1,1,1,1,1,1
355,L1_SingleIsoEG15_BptxAND,0,1,1,1,1,1,1,1,1
356,L1_SingleIsoEG21_BptxAND,0,1,1,1,1,1,1,1,1
358,L1_SingleEG3_NotMinimumBiasHF2_OR_BptxAND,0,1,1,1,1,1,1,1,1
359,L1_SingleEG5_NotMinimumBiasHF2_OR_BptxAND,0,1,1,1,1,1,1,1,1
360,L1_SingleEG3_NotMinimumBiasHF2_AND_BptxAND,0,1,1,1,1,1,1,1,1
361,L1_SingleEG5_NotMinimumBiasHF2_AND_BptxAND,0,1,1,1,1,1,1,1,1
363,L1_SingleEG3_Centrality_30_100_BptxAND,0,1,1,1,1,1,1,1,1
364,L1_SingleEG7_Centrality_30_100_BptxAND,0,1,1,1,1,1,1,1,1
365,L1_SingleEG15_Centrality_30_100_BptxAND,0,1,1,1,1,1,1,1,1
366,L1_SingleEG21_Centrality_30_100_BptxAND,0,1,1,1,1,1,1,1,1
368,L1_SingleEG3_Centrality_50_100_BptxAND,0,1,1,1,1,1,1,1,1
369,L1_SingleEG7_Centrality_50_100_BptxAND,0,1,1,1,1,1,1,1,1
370,L1_SingleEG15_Centrality_50_100_BptxAND,0,1,1,1,1,1,1,1,1
371,L1_SingleEG21_Centrality_50_100_BptxAND,0,1,1,1,1,1,1,1,1
373,L1_SingleEG5_SingleJet28_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
374,L1_SingleEG5_SingleJet32_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
375,L1_SingleEG5_SingleJet40_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
376,L1_SingleEG7_SingleJet32_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
377,L1_SingleEG7_SingleJet40_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
378,L1_SingleEG7_SingleJet28_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
379,L1_SingleEG7_SingleJet44_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
380,L1_SingleEG7_SingleJet56_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
381,L1_SingleEG7_SingleJet60_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
382,L1_SingleEG12_SingleJet32_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
383,L1_SingleEG12_SingleJet40_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
384,L1_SingleEG12_SingleJet28_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
385,L1_SingleEG12_SingleJet44_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
386,L1_SingleEG12_SingleJet56_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
387,L1_SingleEG12_SingleJet60_MidEta2p7_MinDr0p4_BptxAND,0,1,1,1,1,1,1,1,1
388,L1_SingleEG15_SingleJet28_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
389,L1_SingleEG15_SingleJet44_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
390,L1_SingleEG15_SingleJet56_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
391,L1_SingleEG15_SingleJet60_MidEta2p7_BptxAND,0,1,1,1,1,1,1,1,1
